NAME,SENID,TIME,V,AVGV,MAXV,MAXT,MINV,MINT,S,AVGS,MAXS,MINS,SPAN
入库流量,1108174,2020-02-23 18:00:00,661.616,661.616,661.616,2020/2/23 18:00:00,661.616,2020/2/23 18:00:00,2,2,2,2,1
入库流量,1108174,2020-02-23 19:00:00,892.95,892.95,892.95,2020/2/23 19:00:00,892.95,2020/2/23 19:00:00,2,2,2,2,1
入库流量,1108174,2020-02-23 20:00:00,816.032,816.032,816.032,2020/2/23 20:00:00,816.032,2020/2/23 20:00:00,2,2,2,2,1
入库流量,1108174,2020-02-23 21:00:00,369.797,369.797,369.797,2020/2/23 21:00:00,369.797,2020/2/23 21:00:00,2,2,2,2,1
入库流量,1108174,2020-02-23 22:00:00,360.254,360.254,360.254,2020/2/23 22:00:00,360.254,2020/2/23 22:00:00,2,2,2,2,1
入库流量,1108174,2020-02-23 23:00:00,788.865,788.865,788.865,2020/2/23 23:00:00,788.865,2020/2/23 23:00:00,2,2,2,2,1
入库流量,1108174,2020-02-24 00:00:00,568.614,568.614,568.614,2020/2/24,568.614,2020/2/24,2,2,2,2,1
入库流量,1108174,2020-02-24 01:00:00,780.03,780.03,780.03,2020/2/24 1:00:00,780.03,2020/2/24 1:00:00,2,2,2,2,1
入库流量,1108174,2020-02-24 02:00:00,206.248,206.248,206.248,2020/2/24 2:00:00,206.248,2020/2/24 2:00:00,2,2,2,2,1
入库流量,1108174,2020-02-24 03:00:00,206.248,206.248,206.248,2020/2/24 3:00:00,206.248,2020/2/24 3:00:00,2,2,2,2,1
入库流量,1108174,2020-02-24 04:00:00,242.548,242.548,242.548,2020/2/24 4:00:00,242.548,2020/2/24 4:00:00,2,2,2,2,1
入库流量,1108174,2020-02-24 05:00:00,242.548,242.548,242.548,2020/2/24 5:00:00,242.548,2020/2/24 5:00:00,2,2,2,2,1
入库流量,1108174,2020-02-24 06:00:00,242.548,242.548,242.548,2020/2/24 6:00:00,242.548,2020/2/24 6:00:00,2,2,2,2,1
入库流量,1108174,2020-02-24 07:00:00,840.54,840.54,840.54,2020/2/24 7:00:00,840.54,2020/2/24 7:00:00,2,2,2,2,1
入库流量,1108174,2020-02-24 08:00:00,386.42,386.42,386.42,2020/2/24 8:00:00,386.42,2020/2/24 8:00:00,2,2,2,2,1
入库流量,1108174,2020-02-24 09:00:00,430.393,430.393,430.393,2020/2/24 9:00:00,430.393,2020/2/24 9:00:00,2,2,2,2,1
入库流量,1108174,2020-02-24 10:00:00,184.284,184.284,184.284,2020/2/24 10:00:00,184.284,2020/2/24 10:00:00,2,2,2,2,1
入库流量,1108174,2020-02-24 11:00:00,895.414,895.414,895.414,2020/2/24 11:00:00,895.414,2020/2/24 11:00:00,2,2,2,2,1
入库流量,1108174,2020-02-24 12:00:00,1036.634,1036.634,1036.634,2020/2/24 12:00:00,1036.634,2020/2/24 12:00:00,2,2,2,2,1
入库流量,1108174,2020-02-24 13:00:00,1496.757,1496.757,1496.757,2020/2/24 13:00:00,1496.757,2020/2/24 13:00:00,2,2,2,2,1
入库流量,1108174,2020-02-24 14:00:00,818.79,818.79,818.79,2020/2/24 14:00:00,818.79,2020/2/24 14:00:00,2,2,2,2,1
入库流量,1108174,2020-02-24 15:00:00,806.264,806.264,806.264,2020/2/24 15:00:00,806.264,2020/2/24 15:00:00,2,2,2,2,1
入库流量,1108174,2020-02-24 16:00:00,571.338,571.338,571.338,2020/2/24 16:00:00,571.338,2020/2/24 16:00:00,2,2,2,2,1
入库流量,1108174,2020-02-24 17:00:00,624.775,624.775,624.775,2020/2/24 17:00:00,624.775,2020/2/24 17:00:00,2,2,2,2,1
入库流量,1108174,2020-02-24 18:00:00,848.841,848.841,848.841,2020/2/24 18:00:00,848.841,2020/2/24 18:00:00,2,2,2,2,1
入库流量,1108174,2020-02-24 19:00:00,858.711,858.711,858.711,2020/2/24 19:00:00,858.711,2020/2/24 19:00:00,2,2,2,2,1
入库流量,1108174,2020-02-24 20:00:00,1518.266,1518.266,1518.266,2020/2/24 20:00:00,1518.266,2020/2/24 20:00:00,2,2,2,2,1
入库流量,1108174,2020-02-24 21:00:00,589.566,589.566,589.566,2020/2/24 21:00:00,589.566,2020/2/24 21:00:00,2,2,2,2,1
入库流量,1108174,2020-02-24 22:00:00,862.847,862.847,862.847,2020/2/24 22:00:00,862.847,2020/2/24 22:00:00,2,2,2,2,1
入库流量,1108174,2020-02-24 23:00:00,1252.986,1252.986,1252.986,2020/2/24 23:00:00,1252.986,2020/2/24 23:00:00,2,2,2,2,1
入库流量,1108174,2020-02-25 00:00:00,1535.022,1535.022,1535.022,2020/2/25,1535.022,2020/2/25,2,2,2,2,1
入库流量,1108174,2020-02-25 01:00:00,721.678,721.678,721.678,2020/2/25 1:00:00,721.678,2020/2/25 1:00:00,2,2,2,2,1
入库流量,1108174,2020-02-25 02:00:00,440.08,440.08,440.08,2020/2/25 2:00:00,440.08,2020/2/25 2:00:00,2,2,2,2,1
入库流量,1108174,2020-02-25 03:00:00,440.08,440.08,440.08,2020/2/25 3:00:00,440.08,2020/2/25 3:00:00,2,2,2,2,1
入库流量,1108174,2020-02-25 04:00:00,440.08,440.08,440.08,2020/2/25 4:00:00,440.08,2020/2/25 4:00:00,2,2,2,2,1
入库流量,1108174,2020-02-25 05:00:00,679.1,679.1,679.1,2020/2/25 5:00:00,679.1,2020/2/25 5:00:00,2,2,2,2,1
入库流量,1108174,2020-02-25 06:00:00,849.345,849.345,849.345,2020/2/25 6:00:00,849.345,2020/2/25 6:00:00,2,2,2,2,1
入库流量,1108174,2020-02-25 07:00:00,434.905,434.905,434.905,2020/2/25 7:00:00,434.905,2020/2/25 7:00:00,2,2,2,2,1
入库流量,1108174,2020-02-25 08:00:00,528.616,528.616,528.616,2020/2/25 8:00:00,528.616,2020/2/25 8:00:00,2,2,2,2,1
入库流量,1108174,2020-02-25 09:00:00,370.951,370.951,370.951,2020/2/25 9:00:00,370.951,2020/2/25 9:00:00,2,2,2,2,1
入库流量,1108174,2020-02-25 10:00:00,370.951,370.951,370.951,2020/2/25 10:00:00,370.951,2020/2/25 10:00:00,2,2,2,2,1
入库流量,1108174,2020-02-25 11:00:00,370.951,370.951,370.951,2020/2/25 11:00:00,370.951,2020/2/25 11:00:00,2,2,2,2,1
入库流量,1108174,2020-02-25 12:00:00,1366.031,1366.031,1366.031,2020/2/25 12:00:00,1366.031,2020/2/25 12:00:00,2,2,2,2,1
入库流量,1108174,2020-02-25 13:00:00,922.29,922.29,922.29,2020/2/25 13:00:00,922.29,2020/2/25 13:00:00,2,2,2,2,1
入库流量,1108174,2020-02-25 14:00:00,436.844,436.844,436.844,2020/2/25 14:00:00,436.844,2020/2/25 14:00:00,2,2,2,2,1
入库流量,1108174,2020-02-25 15:00:00,436.844,436.844,436.844,2020/2/25 15:00:00,436.844,2020/2/25 15:00:00,2,2,2,2,1
入库流量,1108174,2020-02-25 16:00:00,436.844,436.844,436.844,2020/2/25 16:00:00,436.844,2020/2/25 16:00:00,2,2,2,2,1
入库流量,1108174,2020-02-25 17:00:00,831.11,831.11,831.11,2020/2/25 17:00:00,831.11,2020/2/25 17:00:00,2,2,2,2,1
入库流量,1108174,2020-02-25 18:00:00,1416.599,1416.599,1416.599,2020/2/25 18:00:00,1416.599,2020/2/25 18:00:00,2,2,2,2,1
入库流量,1108174,2020-02-25 19:00:00,282.858,282.858,282.858,2020/2/25 19:00:00,282.858,2020/2/25 19:00:00,2,2,2,2,1
入库流量,1108174,2020-02-25 20:00:00,282.05,282.05,282.05,2020/2/25 20:00:00,282.05,2020/2/25 20:00:00,2,2,2,2,1
入库流量,1108174,2020-02-25 21:00:00,946.798,946.798,946.798,2020/2/25 21:00:00,946.798,2020/2/25 21:00:00,2,2,2,2,1
入库流量,1108174,2020-02-25 22:00:00,501.412,501.412,501.412,2020/2/25 22:00:00,501.412,2020/2/25 22:00:00,2,2,2,2,1
入库流量,1108174,2020-02-25 23:00:00,726.322,726.322,726.322,2020/2/25 23:00:00,726.322,2020/2/25 23:00:00,2,2,2,2,1
入库流量,1108174,2020-02-26 00:00:00,583.537,583.537,583.537,2020/2/26,583.537,2020/2/26,2,2,2,2,1
入库流量,1108174,2020-02-26 01:00:00,247.923,247.923,247.923,2020/2/26 1:00:00,247.923,2020/2/26 1:00:00,2,2,2,2,1
入库流量,1108174,2020-02-26 02:00:00,376.588,376.588,376.588,2020/2/26 2:00:00,376.588,2020/2/26 2:00:00,2,2,2,2,1
入库流量,1108174,2020-02-26 03:00:00,376.588,376.588,376.588,2020/2/26 3:00:00,376.588,2020/2/26 3:00:00,2,2,2,2,1
入库流量,1108174,2020-02-26 04:00:00,376.588,376.588,376.588,2020/2/26 4:00:00,376.588,2020/2/26 4:00:00,2,2,2,2,1
入库流量,1108174,2020-02-26 05:00:00,659.198,659.198,659.198,2020/2/26 5:00:00,659.198,2020/2/26 5:00:00,2,2,2,2,1
入库流量,1108174,2020-02-26 06:00:00,148.64,148.64,148.64,2020/2/26 6:00:00,148.64,2020/2/26 6:00:00,2,2,2,2,1
入库流量,1108174,2020-02-26 07:00:00,544.846,544.846,544.846,2020/2/26 7:00:00,544.846,2020/2/26 7:00:00,2,2,2,2,1
入库流量,1108174,2020-02-26 08:00:00,653.623,653.623,653.623,2020/2/26 8:00:00,653.623,2020/2/26 8:00:00,2,2,2,2,1
入库流量,1108174,2020-02-26 09:00:00,503.711,503.711,503.711,2020/2/26 9:00:00,503.711,2020/2/26 9:00:00,2,2,2,2,1
入库流量,1108174,2020-02-26 10:00:00,252.754,252.754,252.754,2020/2/26 10:00:00,252.754,2020/2/26 10:00:00,2,2,2,2,1
入库流量,1108174,2020-02-26 11:00:00,700.26,700.26,700.26,2020/2/26 11:00:00,700.26,2020/2/26 11:00:00,2,2,2,2,1
入库流量,1108174,2020-02-26 12:00:00,491.105,491.105,491.105,2020/2/26 12:00:00,491.105,2020/2/26 12:00:00,2,2,2,2,1
入库流量,1108174,2020-02-26 13:00:00,1129.217,1129.217,1129.217,2020/2/26 13:00:00,1129.217,2020/2/26 13:00:00,2,2,2,2,1
入库流量,1108174,2020-02-26 14:00:00,1369.581,1369.581,1369.581,2020/2/26 14:00:00,1369.581,2020/2/26 14:00:00,2,2,2,2,1
入库流量,1108174,2020-02-26 15:00:00,974.567,974.567,974.567,2020/2/26 15:00:00,974.567,2020/2/26 15:00:00,2,2,2,2,1
入库流量,1108174,2020-02-26 16:00:00,10.869,10.869,10.869,2020/2/26 16:00:00,10.869,2020/2/26 16:00:00,2,2,2,2,1
入库流量,1108174,2020-02-26 17:00:00,499.298,499.298,499.298,2020/2/26 17:00:00,499.298,2020/2/26 17:00:00,2,2,2,2,1
入库流量,1108174,2020-02-26 18:00:00,369.967,369.967,369.967,2020/2/26 18:00:00,369.967,2020/2/26 18:00:00,2,2,2,2,1
入库流量,1108174,2020-02-26 19:00:00,369.967,369.967,369.967,2020/2/26 19:00:00,369.967,2020/2/26 19:00:00,2,2,2,2,1
入库流量,1108174,2020-02-26 20:00:00,369.967,369.967,369.967,2020/2/26 20:00:00,369.967,2020/2/26 20:00:00,2,2,2,2,1
入库流量,1108174,2020-02-26 21:00:00,628.94,628.94,628.94,2020/2/26 21:00:00,628.94,2020/2/26 21:00:00,2,2,2,2,1
入库流量,1108174,2020-02-26 22:00:00,1318.177,1318.177,1318.177,2020/2/26 22:00:00,1318.177,2020/2/26 22:00:00,2,2,2,2,1
入库流量,1108174,2020-02-26 23:00:00,1268.855,1268.855,1268.855,2020/2/26 23:00:00,1268.855,2020/2/26 23:00:00,2,2,2,2,1
入库流量,1108174,2020-02-27 00:00:00,620.553,620.553,620.553,2020/2/27,620.553,2020/2/27,2,2,2,2,1
入库流量,1108174,2020-02-27 01:00:00,1131.097,1131.097,1131.097,2020/2/27 1:00:00,1131.097,2020/2/27 1:00:00,2,2,2,2,1
入库流量,1108174,2020-02-27 02:00:00,852.266,852.266,852.266,2020/2/27 2:00:00,852.266,2020/2/27 2:00:00,2,2,2,2,1
入库流量,1108174,2020-02-27 03:00:00,1101.171,1101.171,1101.171,2020/2/27 3:00:00,1101.171,2020/2/27 3:00:00,2,2,2,2,1
入库流量,1108174,2020-02-27 04:00:00,278.299,278.299,278.299,2020/2/27 4:00:00,278.299,2020/2/27 4:00:00,2,2,2,2,1
入库流量,1108174,2020-02-27 05:00:00,271.651,271.651,271.651,2020/2/27 5:00:00,271.651,2020/2/27 5:00:00,2,2,2,2,1
入库流量,1108174,2020-02-27 06:00:00,467.163,467.163,467.163,2020/2/27 6:00:00,467.163,2020/2/27 6:00:00,2,2,2,2,1
入库流量,1108174,2020-02-27 07:00:00,667.109,667.109,667.109,2020/2/27 7:00:00,667.109,2020/2/27 7:00:00,2,2,2,2,1
入库流量,1108174,2020-02-27 08:00:00,39.807,39.807,39.807,2020/2/27 8:00:00,39.807,2020/2/27 8:00:00,2,2,2,2,1
入库流量,1108174,2020-02-27 09:00:00,397.3,397.3,397.3,2020/2/27 9:00:00,397.3,2020/2/27 9:00:00,2,2,2,2,1
入库流量,1108174,2020-02-27 10:00:00,616.821,616.821,616.821,2020/2/27 10:00:00,616.821,2020/2/27 10:00:00,2,2,2,2,1
入库流量,1108174,2020-02-27 11:00:00,225.453,225.453,225.453,2020/2/27 11:00:00,225.453,2020/2/27 11:00:00,2,2,2,2,1
入库流量,1108174,2020-02-27 12:00:00,529.77,529.77,529.77,2020/2/27 12:00:00,529.77,2020/2/27 12:00:00,2,2,2,2,1
入库流量,1108174,2020-02-27 13:00:00,2021.574,2021.574,2021.574,2020/2/27 13:00:00,2021.574,2020/2/27 13:00:00,2,2,2,2,1
入库流量,1108174,2020-02-27 14:00:00,893.108,893.108,893.108,2020/2/27 14:00:00,893.108,2020/2/27 14:00:00,2,2,2,2,1
入库流量,1108174,2020-02-27 15:00:00,626.981,626.981,626.981,2020/2/27 15:00:00,626.981,2020/2/27 15:00:00,2,2,2,2,1
入库流量,1108174,2020-02-27 16:00:00,470.463,470.463,470.463,2020/2/27 16:00:00,470.463,2020/2/27 16:00:00,2,2,2,2,1
入库流量,1108174,2020-02-27 17:00:00,744.307,744.307,744.307,2020/2/27 17:00:00,744.307,2020/2/27 17:00:00,2,2,2,2,1
入库流量,1108174,2020-02-27 18:00:00,576.424,576.424,576.424,2020/2/27 18:00:00,576.424,2020/2/27 18:00:00,2,2,2,2,1
入库流量,1108174,2020-02-27 19:00:00,1013.306,1013.306,1013.306,2020/2/27 19:00:00,1013.306,2020/2/27 19:00:00,2,2,2,2,1
入库流量,1108174,2020-02-27 20:00:00,171.073,171.073,171.073,2020/2/27 20:00:00,171.073,2020/2/27 20:00:00,2,2,2,2,1
入库流量,1108174,2020-02-27 21:00:00,1122.652,1122.652,1122.652,2020/2/27 21:00:00,1122.652,2020/2/27 21:00:00,2,2,2,2,1
入库流量,1108174,2020-02-27 22:00:00,1044.592,1044.592,1044.592,2020/2/27 22:00:00,1044.592,2020/2/27 22:00:00,2,2,2,2,1
入库流量,1108174,2020-02-27 23:00:00,604.084,604.084,604.084,2020/2/27 23:00:00,604.084,2020/2/27 23:00:00,2,2,2,2,1
入库流量,1108174,2020-02-28 00:00:00,604.084,604.084,604.084,2020/2/28,604.084,2020/2/28,2,2,2,2,1
入库流量,1108174,2020-02-28 01:00:00,604.084,604.084,604.084,2020/2/28 1:00:00,604.084,2020/2/28 1:00:00,2,2,2,2,1
入库流量,1108174,2020-02-28 02:00:00,813.425,813.425,813.425,2020/2/28 2:00:00,813.425,2020/2/28 2:00:00,2,2,2,2,1
入库流量,1108174,2020-02-28 03:00:00,841.405,841.405,841.405,2020/2/28 3:00:00,841.405,2020/2/28 3:00:00,2,2,2,2,1
入库流量,1108174,2020-02-28 04:00:00,413.32,413.32,413.32,2020/2/28 4:00:00,413.32,2020/2/28 4:00:00,2,2,2,2,1
入库流量,1108174,2020-02-28 05:00:00,351.227,351.227,351.227,2020/2/28 5:00:00,351.227,2020/2/28 5:00:00,2,2,2,2,1
入库流量,1108174,2020-02-28 06:00:00,243.974,243.974,243.974,2020/2/28 6:00:00,243.974,2020/2/28 6:00:00,2,2,2,2,1
入库流量,1108174,2020-02-28 07:00:00,306.425,306.425,306.425,2020/2/28 7:00:00,306.425,2020/2/28 7:00:00,2,2,2,2,1
入库流量,1108174,2020-02-28 08:00:00,539.577,539.577,539.577,2020/2/28 8:00:00,539.577,2020/2/28 8:00:00,2,2,2,2,1
入库流量,1108174,2020-02-28 09:00:00,725.814,725.814,725.814,2020/2/28 9:00:00,725.814,2020/2/28 9:00:00,2,2,2,2,1
入库流量,1108174,2020-02-28 10:00:00,282.883,282.883,282.883,2020/2/28 10:00:00,282.883,2020/2/28 10:00:00,2,2,2,2,1
入库流量,1108174,2020-02-28 11:00:00,144.689,144.689,144.689,2020/2/28 11:00:00,144.689,2020/2/28 11:00:00,2,2,2,2,1
入库流量,1108174,2020-02-28 12:00:00,985.443,985.443,985.443,2020/2/28 12:00:00,985.443,2020/2/28 12:00:00,2,2,2,2,1
入库流量,1108174,2020-02-28 13:00:00,1656.736,1656.736,1656.736,2020/2/28 13:00:00,1656.736,2020/2/28 13:00:00,2,2,2,2,1
入库流量,1108174,2020-02-28 14:00:00,1395.636,1395.636,1395.636,2020/2/28 14:00:00,1395.636,2020/2/28 14:00:00,2,2,2,2,1
入库流量,1108174,2020-02-28 15:00:00,863.807,863.807,863.807,2020/2/28 15:00:00,863.807,2020/2/28 15:00:00,2,2,2,2,1
入库流量,1108174,2020-02-28 16:00:00,677.453,677.453,677.453,2020/2/28 16:00:00,677.453,2020/2/28 16:00:00,2,2,2,2,1
入库流量,1108174,2020-02-28 17:00:00,397.095,397.095,397.095,2020/2/28 17:00:00,397.095,2020/2/28 17:00:00,2,2,2,2,1
入库流量,1108174,2020-02-28 18:00:00,386.73,386.73,386.73,2020/2/28 18:00:00,386.73,2020/2/28 18:00:00,2,2,2,2,1
入库流量,1108174,2020-02-28 19:00:00,1329.142,1329.142,1329.142,2020/2/28 19:00:00,1329.142,2020/2/28 19:00:00,2,2,2,2,1
入库流量,1108174,2020-02-28 20:00:00,956.134,956.134,956.134,2020/2/28 20:00:00,956.134,2020/2/28 20:00:00,2,2,2,2,1
入库流量,1108174,2020-02-28 21:00:00,1068.195,1068.195,1068.195,2020/2/28 21:00:00,1068.195,2020/2/28 21:00:00,2,2,2,2,1
入库流量,1108174,2020-02-28 22:00:00,487.73,487.73,487.73,2020/2/28 22:00:00,487.73,2020/2/28 22:00:00,2,2,2,2,1
入库流量,1108174,2020-02-28 23:00:00,951.967,951.967,951.967,2020/2/28 23:00:00,951.967,2020/2/28 23:00:00,2,2,2,2,1
入库流量,1108174,2020-02-29 00:00:00,775.349,775.349,775.349,2020/2/29,775.349,2020/2/29,2,2,2,2,1
入库流量,1108174,2020-02-29 01:00:00,830.269,830.269,830.269,2020/2/29 1:00:00,830.269,2020/2/29 1:00:00,2,2,2,2,1
入库流量,1108174,2020-02-29 02:00:00,746.569,746.569,746.569,2020/2/29 2:00:00,746.569,2020/2/29 2:00:00,2,2,2,2,1
入库流量,1108174,2020-02-29 03:00:00,770.804,770.804,770.804,2020/2/29 3:00:00,770.804,2020/2/29 3:00:00,2,2,2,2,1
入库流量,1108174,2020-02-29 04:00:00,29.315,29.315,29.315,2020/2/29 4:00:00,29.315,2020/2/29 4:00:00,2,2,2,2,1
入库流量,1108174,2020-02-29 05:00:00,29.315,29.315,29.315,2020/2/29 5:00:00,29.315,2020/2/29 5:00:00,2,2,2,2,1
入库流量,1108174,2020-02-29 06:00:00,29.315,29.315,29.315,2020/2/29 6:00:00,29.315,2020/2/29 6:00:00,2,2,2,2,1
入库流量,1108174,2020-02-29 07:00:00,62.693,62.693,62.693,2020/2/29 7:00:00,62.693,2020/2/29 7:00:00,2,2,2,2,1
入库流量,1108174,2020-02-29 08:00:00,288.449,288.449,288.449,2020/2/29 8:00:00,288.449,2020/2/29 8:00:00,2,2,2,2,1
入库流量,1108174,2020-02-29 09:00:00,353.485,353.485,353.485,2020/2/29 9:00:00,353.485,2020/2/29 9:00:00,2,2,2,2,1
入库流量,1108174,2020-02-29 10:00:00,1386.756,1386.756,1386.756,2020/2/29 10:00:00,1386.756,2020/2/29 10:00:00,2,2,2,2,1
入库流量,1108174,2020-02-29 11:00:00,807.594,807.594,807.594,2020/2/29 11:00:00,807.594,2020/2/29 11:00:00,2,2,2,2,1
入库流量,1108174,2020-02-29 12:00:00,920.889,920.889,920.889,2020/2/29 12:00:00,920.889,2020/2/29 12:00:00,2,2,2,2,1
入库流量,1108174,2020-02-29 13:00:00,765.549,765.549,765.549,2020/2/29 13:00:00,765.549,2020/2/29 13:00:00,2,2,2,2,1
入库流量,1108174,2020-02-29 14:00:00,985.586,985.586,985.586,2020/2/29 14:00:00,985.586,2020/2/29 14:00:00,2,2,2,2,1
入库流量,1108174,2020-02-29 15:00:00,1004.64,1004.64,1004.64,2020/2/29 15:00:00,1004.64,2020/2/29 15:00:00,2,2,2,2,1
入库流量,1108174,2020-02-29 16:00:00,541.152,541.152,541.152,2020/2/29 16:00:00,541.152,2020/2/29 16:00:00,2,2,2,2,1
入库流量,1108174,2020-02-29 17:00:00,506.005,506.005,506.005,2020/2/29 17:00:00,506.005,2020/2/29 17:00:00,2,2,2,2,1
入库流量,1108174,2020-02-29 18:00:00,239.814,239.814,239.814,2020/2/29 18:00:00,239.814,2020/2/29 18:00:00,2,2,2,2,1
入库流量,1108174,2020-02-29 19:00:00,775.866,775.866,775.866,2020/2/29 19:00:00,775.866,2020/2/29 19:00:00,2,2,2,2,1
入库流量,1108174,2020-02-29 20:00:00,489.25,489.25,489.25,2020/2/29 20:00:00,489.25,2020/2/29 20:00:00,2,2,2,2,1
入库流量,1108174,2020-02-29 21:00:00,1133.799,1133.799,1133.799,2020/2/29 21:00:00,1133.799,2020/2/29 21:00:00,2,2,2,2,1
入库流量,1108174,2020-02-29 22:00:00,447.051,447.051,447.051,2020/2/29 22:00:00,447.051,2020/2/29 22:00:00,2,2,2,2,1
入库流量,1108174,2020-02-29 23:00:00,447.051,447.051,447.051,2020/2/29 23:00:00,447.051,2020/2/29 23:00:00,2,2,2,2,1
入库流量,1108174,2020-03-01 00:00:00,447.051,447.051,447.051,2020/3/1,447.051,2020/3/1,2,2,2,2,1
入库流量,1108174,2020-03-01 01:00:00,531.929,531.929,531.929,2020/3/1 1:00:00,531.929,2020/3/1 1:00:00,2,2,2,2,1
入库流量,1108174,2020-03-01 02:00:00,531.929,531.929,531.929,2020/3/1 2:00:00,531.929,2020/3/1 2:00:00,2,2,2,2,1
入库流量,1108174,2020-03-01 03:00:00,531.929,531.929,531.929,2020/3/1 3:00:00,531.929,2020/3/1 3:00:00,2,2,2,2,1
入库流量,1108174,2020-03-01 04:00:00,626.969,626.969,626.969,2020/3/1 4:00:00,626.969,2020/3/1 4:00:00,2,2,2,2,1
入库流量,1108174,2020-03-01 05:00:00,85.272,85.272,85.272,2020/3/1 5:00:00,85.272,2020/3/1 5:00:00,2,2,2,2,1
入库流量,1108174,2020-03-01 06:00:00,85.272,85.272,85.272,2020/3/1 6:00:00,85.272,2020/3/1 6:00:00,2,2,2,2,1
入库流量,1108174,2020-03-01 07:00:00,85.272,85.272,85.272,2020/3/1 7:00:00,85.272,2020/3/1 7:00:00,2,2,2,2,1
入库流量,1108174,2020-03-01 08:00:00,809.438,809.438,809.438,2020/3/1 8:00:00,809.438,2020/3/1 8:00:00,2,2,2,2,1
入库流量,1108174,2020-03-01 09:00:00,271.452,271.452,271.452,2020/3/1 9:00:00,271.452,2020/3/1 9:00:00,2,2,2,2,1
入库流量,1108174,2020-03-01 10:00:00,1249.132,1249.132,1249.132,2020/3/1 10:00:00,1249.132,2020/3/1 10:00:00,2,2,2,2,1
入库流量,1108174,2020-03-01 11:00:00,704.015,704.015,704.015,2020/3/1 11:00:00,704.015,2020/3/1 11:00:00,2,2,2,2,1
入库流量,1108174,2020-03-01 12:00:00,1301.229,1301.229,1301.229,2020/3/1 12:00:00,1301.229,2020/3/1 12:00:00,2,2,2,2,1
入库流量,1108174,2020-03-01 13:00:00,962.5,962.5,962.5,2020/3/1 13:00:00,962.5,2020/3/1 13:00:00,2,2,2,2,1
入库流量,1108174,2020-03-01 14:00:00,823.173,823.173,823.173,2020/3/1 14:00:00,823.173,2020/3/1 14:00:00,2,2,2,2,1
入库流量,1108174,2020-03-01 15:00:00,1048.249,1048.249,1048.249,2020/3/1 15:00:00,1048.249,2020/3/1 15:00:00,2,2,2,2,1
入库流量,1108174,2020-03-01 16:00:00,315.403,315.403,315.403,2020/3/1 16:00:00,315.403,2020/3/1 16:00:00,2,2,2,2,1
入库流量,1108174,2020-03-01 17:00:00,313.915,313.915,313.915,2020/3/1 17:00:00,313.915,2020/3/1 17:00:00,2,2,2,2,1
入库流量,1108174,2020-03-01 18:00:00,728.427,728.427,728.427,2020/3/1 18:00:00,728.427,2020/3/1 18:00:00,2,2,2,2,1
入库流量,1108174,2020-03-01 19:00:00,290.543,290.543,290.543,2020/3/1 19:00:00,290.543,2020/3/1 19:00:00,2,2,2,2,1
入库流量,1108174,2020-03-01 20:00:00,910.866,910.866,910.866,2020/3/1 20:00:00,910.866,2020/3/1 20:00:00,2,2,2,2,1
入库流量,1108174,2020-03-01 21:00:00,687.743,687.743,687.743,2020/3/1 21:00:00,687.743,2020/3/1 21:00:00,2,2,2,2,1
入库流量,1108174,2020-03-01 22:00:00,253.127,253.127,253.127,2020/3/1 22:00:00,253.127,2020/3/1 22:00:00,2,2,2,2,1
入库流量,1108174,2020-03-01 23:00:00,686.673,686.673,686.673,2020/3/1 23:00:00,686.673,2020/3/1 23:00:00,2,2,2,2,1
入库流量,1108174,2020-03-02 00:00:00,664.76,664.76,664.76,2020/3/2,664.76,2020/3/2,2,2,2,2,1
入库流量,1108174,2020-03-02 01:00:00,481.054,481.054,481.054,2020/3/2 1:00:00,481.054,2020/3/2 1:00:00,2,2,2,2,1
入库流量,1108174,2020-03-02 02:00:00,718.337,718.337,718.337,2020/3/2 2:00:00,718.337,2020/3/2 2:00:00,2,2,2,2,1
入库流量,1108174,2020-03-02 03:00:00,52.732,52.732,52.732,2020/3/2 3:00:00,52.732,2020/3/2 3:00:00,2,2,2,2,1
入库流量,1108174,2020-03-02 04:00:00,481.091,481.091,481.091,2020/3/2 4:00:00,481.091,2020/3/2 4:00:00,2,2,2,2,1
入库流量,1108174,2020-03-02 05:00:00,284.36,284.36,284.36,2020/3/2 5:00:00,284.36,2020/3/2 5:00:00,2,2,2,2,1
入库流量,1108174,2020-03-02 06:00:00,126.71,126.71,126.71,2020/3/2 6:00:00,126.71,2020/3/2 6:00:00,2,2,2,2,1
入库流量,1108174,2020-03-02 07:00:00,126.71,126.71,126.71,2020/3/2 7:00:00,126.71,2020/3/2 7:00:00,2,2,2,2,1
入库流量,1108174,2020-03-02 08:00:00,126.71,126.71,126.71,2020/3/2 8:00:00,126.71,2020/3/2 8:00:00,2,2,2,2,1
入库流量,1108174,2020-03-02 09:00:00,904.453,904.453,904.453,2020/3/2 9:00:00,904.453,2020/3/2 9:00:00,2,2,2,2,1
入库流量,1108174,2020-03-02 10:00:00,696.074,696.074,696.074,2020/3/2 10:00:00,696.074,2020/3/2 10:00:00,2,2,2,2,1
入库流量,1108174,2020-03-02 11:00:00,744.709,744.709,744.709,2020/3/2 11:00:00,744.709,2020/3/2 11:00:00,2,2,2,2,1
入库流量,1108174,2020-03-02 12:00:00,1003.446,1003.446,1003.446,2020/3/2 12:00:00,1003.446,2020/3/2 12:00:00,2,2,2,2,1
入库流量,1108174,2020-03-02 13:00:00,1073.16,1073.16,1073.16,2020/3/2 13:00:00,1073.16,2020/3/2 13:00:00,2,2,2,2,1
